occurrenceID;basisOfRecord;institutionCode;collectionCode;catalogNumber;recordedBy;verbatimEventDate;samplingProtocol;individualCount;preparations;identifiedBy;dateIdentified;identificationQualifier;kingdom;phylum;class;order;family;genus;specificEpithet;infraspecificEpithet;scientificName;scientificNameAuthorship;verbatimTaxonRank;taxonRank;vernacularName;sex;habitat;country;countryCode;stateProvince;county;verbatimLocality;verbatimElevation;verbatimLatitude;verbatimLongitude;verbatimCoordinateSystem;verbatimSRS;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters
UCN:MH-ORNIT:46-2300MI2008AV0564;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0564;Vargas I;19/03/2001;Red de Niebla;1;Piel;Ramírez J | Cárdenas D;oct. 2001;;;;Aves;;Coerebidae;;;;Dacnis lineata;;;;;Indeterminado;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del río Barbas, finca El Parnaso;224;"4° 42' 27.36"" N";"75° 37' 22.00"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0664;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0664;David H | Rivas A | Hernández H;Mar 2001;Red de Niebla;1;Piel;Ramírez J | Cárdenas D;oct. 2001;;;;Aves;;Coerebidae;;;;Dacnis lineata;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del río Barbas, finca El Parnaso;224;"4° 42' 27.36"" N";"75° 37' 22.00"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0935;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0935;David H | Rivas A | Tuberquia D;Mar 19, 2001;Red de Niebla;1;Piel;Ramírez J | Cárdenas D;oct. 2001;;;;Aves;;Coerebidae;;;;Dacnis lineata;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del río Barbas, finca El Parnaso;224;"4° 42' 27.36"" N";"75° 37' 22.00"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1134;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1134;David H | Rivas A | Tuberquia D;Mar 19, 2001;Red de Niebla;1;Piel;Ramírez J | Cárdenas D;oct. 2001;;;;Aves;;Coerebidae;;;;Dacnis lineata;;;;;Hembra;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del río Barbas, finca El Parnaso;224;"4° 42' 27.36"" N";"75° 37' 22.00"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1416;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1416;David H | Rivas A | Tuberquia D;19/03/2001;Red de Niebla;1;Piel;Ramírez J | Cárdenas D;oct. 2001;;;;Aves;;Coerebidae;;;;Dacnis lineata;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del río Barbas, finca El Parnaso;224;"4° 42' 27.36"" N";"75° 37' 22.00"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1560;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1560;David H | Rivas A | Hernández H;20/03/2001;Red de Niebla;1;Piel;Ramírez J | Cárdenas D;oct. 2001;;;;Aves;;Coerebidae;;;;Dacnis lineata;;;;;Hembra;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del río Barbas, finca El Parnaso;224;"4° 42' 27.36"" N";"75° 37' 22.00"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0351;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0351;Rivas A | Correa E;2001;Red de Niebla;1;Piel;Callejas R | Roldán F;oct. 2001;;;;Aves;;Columbidae;;;;Claravis pretiosa;;;;;Hembra;Bosque Húmedo;Colombia;CO;Antioquia;Abejorrral;Camino a Abejorral y Sonson, despues del puente del Buey;1897;5.841263° N;75.475206° W;;;;;
UCN:MH-ORNIT:46-2300MI2008AV0680;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0680;Rivas A | Ruíz A;19/03/2001;Red de Niebla;1;Piel;Callejas R | Roldán F;oct. 2001;;;;Aves;;Columbidae;;;;Claravis pretiosa;;;;;Indeterminado;Bosque Húmedo;Colombia;CO;Antioquia;Abejorrral;Camino a Abejorral y Sonson, despues del puente del Buey;1897;5.841263° N;75.475206° W;;;;;
UCN:MH-ORNIT:46-2300MI2008AV0691;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0691;Rivas A | Ruíz A;Mar 2001;Red de Niebla;1;Piel;Callejas R | Luteyn J | Betancur J;oct. 2001;;;;Aves;;Columbidae;;;;Claravis pretiosa;;;;;Macho;Bosque Húmedo;Colombia;CO;Antioquia;Abejorrral;Camino a Abejorral y Sonson, despues del puente del Buey;1897;5.841263° N;75.475206° W;;;;;
UCN:MH-ORNIT:46-2300MI2008AV0875;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0875;Rivas A | Ruíz A;Mar 19, 2001;Red de Niebla;1;Piel;Luteyn J | Callejas R | Escobar O;oct. 2001;;;;Aves;;Columbidae;;;;Claravis pretiosa;;;;;Macho;Bosque Húmedo;Colombia;CO;Antioquia;Abejorrral;Camino a Abejorral y Sonson, despues del puente del Buey;1897;5.841263° N;75.475206° W;;;;;
UCN:MH-ORNIT:46-2300MI2008AV1651;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1651;Rivas A | Ruíz A;Mar 19, 2001;Red de Niebla;1;Piel;Luteyn J | Callejas R | Escobar O;oct. 2001;;;;Aves;;Columbidae;;;;Claravis pretiosa;;;;;Hembra;Bosque Húmedo;Colombia;CO;Antioquia;Abejorrral;Camino a Abejorral y Sonson, despues del puente del Buey;1897;5.841263° N;75.475206° W;;;;;
UCN:MH-ORNIT:46-2300MI2008AV0334;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0334;David H | Idárraga J;2001/03/19;Red de Niebla;1;Piel;Echavarría | Varón T | Morales L;oct. 2001;;;;Aves;;Columbidae;;;;Columbina minuta;;;;;Indeterminado;;Colombia;CO;Caldas;Manizales;Vereda El Paraíso, finca El Paraíso Grande;3158;"5° 5' 45.9"" N";"75° 23' 22.5"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0720;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0720;David H | Idárraga J;20/03/2001;Red de Niebla;1;Piel;Buitrago L;oct. 2001;;;;Aves;;Columbidae;;;;Columbina minuta;;;;;Macho;;Colombia;CO;Caldas;Manizales;Vereda El Paraíso, finca El Paraíso Grande;3158;"5° 5' 45.9"" N";"75° 23' 22.5"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0020;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0020;David H | Idárraga J;Mar 2001;Red de Niebla;1;Piel;Roldán F | García L | Sylva G;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0096;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0096;David H | Idárraga J;2001/03/19;Red de Niebla;1;Piel;Callejas R | Fonnegra R | Roldán F | Arbeláez A;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Hembra;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0220;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0220;David H | Idárraga J;Feb 2001;Red de Niebla;1;Piel;Callejas R | Fonnegra R | Roldán F | Arbeláez A;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0250;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0250;David H | Idárraga J;May 2001;Red de Niebla;1;Piel;Callejas R | Escobar O | Castaño I;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Hembra;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0365;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0365;Robles C | Tuberquia D;Mar 19, 2001;Red de Niebla;1;Piel;Callejas R | Betancur J | Roldán F;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Indeterminado;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0404;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0404;Robles C | Tuberquia D;2001;Red de Niebla;1;Piel;McPherson G | Velásquez P | Ayala A | Restrepo J;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0574;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0574;Robles C | Vasco A | Tuberquia D;19/03/2001;Red de Niebla;1;Piel;McPherson G | Roldán F | Betancur J;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0601;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0601;Robles C | Vasco A | Tuberquia D;19/03/2001;Red de Niebla;1;Piel;McPherson G | Roldán F | Betancur J;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Hembra;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0613;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0613;Robles C | Vasco A | Tuberquia D;Feb 10, 2001;Red de Niebla;1;Piel;McPherson G | Roldán F | Betancur J;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0615;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0615;Robles C | Tuberquia D;2001;Red de Niebla;1;Piel;McPherson G | Roldán F | Betancur J;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Hembra;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0697;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0697;Robles C | Tuberquia D;19/03/2001;Red de Niebla;1;Piel;Zarucchi J | McPherson G | Roldán F | Escobar O;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Indeterminado;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0869;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0869;Robles C | Vasco A | Tuberquia D;Mar 2001;Red de Niebla;1;Piel;Zarucchi J | McPherson G | Roldán F | Escobar O;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0903;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0903;Robles C | Vasco A | Tuberquia D;Mar 19, 2001;Red de Niebla;1;Piel;Zarucchi J | McPherson G | Roldán F | Escobar O;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0945;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0945;Robles C | Vasco A | Tuberquia D;Mar 19, 2001;Red de Niebla;1;Piel;Zarucchi J | McPherson G | Roldán F | Escobar O;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Hembra;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1062;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1062;Robles C | Vasco A | Tuberquia D;19/03/2001;Red de Niebla;1;Piel;McPherson G | Roldán F | Betancur J;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1121;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1121;Robles C | Tuberquia D;20/03/2001;Red de Niebla;1;Piel;McPherson G | Roldán F | Betancur J;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Hembra;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1298;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1298;Robles C | Tuberquia D;Mar 2001;Red de Niebla;1;Piel;McPherson G | Roldán F | Betancur J;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Indeterminado;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1438;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1438;Robles C | Tuberquia D;2001/03/19;Red de Niebla;1;Piel;Blancace;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1523;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1523;Betancur J | Salinas N | Díaz R | Cordero Z;2001/03/19;Red de Niebla;1;Piel;Zarucchi J | McPherson G | Roldán F | Escobar O;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1546;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1546;Vargas I;20/03/2001;Red de Niebla;1;Piel;Zarucchi J | McPherson G | Roldán F | Escobar O;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Hembra;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1549;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1549;Cárdenas D | Ramírez J | López G;Mar 2001;Red de Niebla;1;Piel;McPherson G | Roldán F | Betancur J;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1550;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1550;Idárraga A | Cardona F;2001/03/19;Red de Niebla;1;Piel;McPherson G | Roldán F | Betancur J;oct. 2001;;;;Aves;;Columbidae;;;;Columbina talpacoti;;;;;Hembra;;Colombia;CO;Risaralda;Pereira;Vereda El manzano, cuenca media del rio Barbas, finca Santa isabel;224;"4° 42' 24.66"" N";"75° 37' 15.97"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0032;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0032;Idárraga A | Cardona F;Mar 2001;Red de Niebla;1;Piel;Espina J | García F | Pino S;oct. 2001;;;;Aves;;Corvidae;;;;Cyanocorax affinis;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Cuenca media del rio Barbas, vereda Yarumal, finca El Parnaso;224;"4° 42' 27,36"" N";"75° 37' 22,00"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0200;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0200;Vargas I;2001/03/19;Red de Niebla;1;Piel;Callejas R | Roldán F;oct. 2001;;;;Aves;;Corvidae;;;;Cyanocorax affinis;;;;;Hembra;;Colombia;CO;Risaralda;Pereira;Cuenca media del rio Barbas, vereda Yarumal, finca El Parnaso;224;"4° 42' 27,36"" N";"75° 37' 22,00"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0313;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0313;Soejarto D | Giraldo F | Vaughan D | Percy D;2001/03/19;Red de Niebla;1;Piel;Espina J | García F | Pino S;oct. 2001;;;;Aves;;Corvidae;;;;Cyanocorax affinis;;;;;Indeterminado;;Colombia;CO;Risaralda;Pereira;Cuenca media del rio Barbas, vereda Yarumal, finca El Parnaso;224;"4° 42' 27,36"" N";"75° 37' 22,00"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0774;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0774;Soejarto D | Santa J | Fonnegra R;20/03/2001;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Corvidae;;;;Cyanocorax affinis;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Cuenca media del rio Barbas, vereda Yarumal, finca El Parnaso;224;"4° 42' 27,36"" N";"75° 37' 22,00"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0843;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0843;Vargas I;Mar 2001;Red de Niebla;1;Piel;Marulanda O | Betancur J;oct. 2001;;;;Aves;;Corvidae;;;;Cyanocorax affinis;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Cuenca media del rio Barbas, vereda Yarumal, finca El Parnaso;224;"4° 42' 27,36"" N";"75° 37' 22,00"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0895;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0895;Vargas I;2001/03/19;Red de Niebla;1;Piel;Velásquez P | Hernández A;oct. 2001;;;;Aves;;Corvidae;;;;Cyanocorax affinis;;;;;Hembra;;Colombia;CO;Risaralda;Pereira;Cuenca media del rio Barbas, vereda Yarumal, finca El Parnaso;224;"4° 42' 27,36"" N";"75° 37' 22,00"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1166;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1166;Vargas I;Feb 2001;Red de Niebla;1;Piel;Ramírez J | Cárdenas D;oct. 2001;;;;Aves;;Corvidae;;;;Cyanocorax affinis;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Cuenca media del rio Barbas, vereda Yarumal, finca El Parnaso;224;"4° 42' 27,36"" N";"75° 37' 22,00"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1262;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1262;Espinal S | Ramos J;May 2001;Red de Niebla;1;Piel;Ramírez J | Cárdenas D;oct. 2001;;;;Aves;;Corvidae;;;;Cyanocorax affinis;;;;;Hembra;;Colombia;CO;Risaralda;Pereira;Cuenca media del rio Barbas, vereda Yarumal, finca El Parnaso;224;"4° 42' 27,36"" N";"75° 37' 22,00"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1374;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1374;Vargas I;Mar 19, 2001;Red de Niebla;1;Piel;Ramírez J | Cárdenas D;oct. 2001;;;;Aves;;Corvidae;;;;Cyanocorax affinis;;;;;Indeterminado;;Colombia;CO;Risaralda;Pereira;Cuenca media del rio Barbas, vereda Yarumal, finca El Parnaso;224;"4° 42' 27,36"" N";"75° 37' 22,00"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0017;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0017;David H | Arango A | Bedoya J;19/03/2001;Red de Niebla;1;Piel;Daly D | Betancur J;oct. 2001;;;;Aves;;Cuculidae;;;;Crotophaga ani;;;;;Indeterminado;Bosque Montano;Colombia;CO;Antioquia;Rionegro;San Antonio de Pereira;2125;"6° 8' 9.850"" N";"75° 23' 11.9"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0374;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0374;David H | Bedoya J | Cardona G;Mar 2001;Red de Niebla;1;Piel;Shepherd J;oct. 2001;;;;Aves;;Cuculidae;;;;Crotophaga ani;;;;;Macho;Bosque Montano;Colombia;CO;Antioquia;Rionegro;San Antonio de Pereira;2125;"6° 8' 9.850"" N";"75° 23' 11.9"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0424;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0424;Betancur J;Mar 19, 2001;Red de Niebla;1;Piel;Shepherd J;oct. 2001;;;;Aves;;Cuculidae;;;;Crotophaga ani;;;;;Macho;Bosque Montano;Colombia;CO;Antioquia;Rionegro;San Antonio de Pereira;2125;"6° 8' 9.850"" N";"75° 23' 11.9"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0621;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0621;Betancur J;Mar 19, 2001;Red de Niebla;1;Piel;Daly D | Betancur J;oct. 2001;;;;Aves;;Cuculidae;;;;Crotophaga ani;;;;;Hembra;Bosque Montano;Colombia;CO;Antioquia;Rionegro;San Antonio de Pereira;2125;"6° 8' 9.850"" N";"75° 23' 11.9"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0647;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0647;Velásquez C | Osorio S | Henao L;19/03/2001;Red de Niebla;1;Piel;Daly D | Betancur J;oct. 2001;;;;Aves;;Cuculidae;;;;Crotophaga ani;;;;;Macho;Bosque Montano;Colombia;CO;Antioquia;Rionegro;San Antonio de Pereira;2125;"6° 8' 9.850"" N";"75° 23' 11.9"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0739;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0739;David H | Cardona F | Loaiza D | Álvarez A;20/03/2001;Red de Niebla;1;Piel;Daly D | Betancur J;oct. 2001;;;;Aves;;Cuculidae;;;;Crotophaga ani;;;;;Hembra;Bosque Montano;Colombia;CO;Antioquia;Rionegro;San Antonio de Pereira;2125;"6° 8' 9.850"" N";"75° 23' 11.9"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0860;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0860;Velásquez C | Osorio S | Henao L;Mar 2001;Red de Niebla;1;Piel;Daly D | Betancur J;oct. 2001;;;;Aves;;Cuculidae;;;;Crotophaga ani;;;;;Indeterminado;Bosque Montano;Colombia;CO;Antioquia;Rionegro;San Antonio de Pereira;2125;"6° 8' 9.850"" N";"75° 23' 11.9"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0909;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0909;Velásquez C | Osorio S | Henao L;2001/03/19;Red de Niebla;1;Piel;Daly D | Betancur J;oct. 2001;;;;Aves;;Cuculidae;;;;Crotophaga ani;;;;;Macho;Bosque Montano;Colombia;CO;Antioquia;Rionegro;San Antonio de Pereira;2125;"6° 8' 9.850"" N";"75° 23' 11.9"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1133;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1133;Velásquez C | Osorio S | Henao L;2001/03/19;Red de Niebla;1;Piel;Shepherd J;oct. 2001;;;;Aves;;Cuculidae;;;;Crotophaga ani;;;;;Macho;Bosque Montano;Colombia;CO;Antioquia;Rionegro;San Antonio de Pereira;2125;"6° 8' 9.850"" N";"75° 23' 11.9"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1145;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1145;Alzate F | Moreno J | Gómez M;20/03/2001;Red de Niebla;1;Piel;Shepherd J;oct. 2001;;;;Aves;;Cuculidae;;;;Crotophaga ani;;;;;Hembra;Bosque Montano;Colombia;CO;Antioquia;Rionegro;San Antonio de Pereira;2125;"6° 8' 9.850"" N";"75° 23' 11.9"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1347;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1347;Alzate F | Moreno J | Gómez M;Mar 2001;Red de Niebla;1;Piel;Shepherd J;oct. 2001;;;;Aves;;Cuculidae;;;;Crotophaga ani;;;;;Macho;Bosque Montano;Colombia;CO;Antioquia;Rionegro;San Antonio de Pereira;2125;"6° 8' 9.850"" N";"75° 23' 11.9"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1444;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1444;Alzate F | Moreno J | Gómez M;2001/03/19;Red de Niebla;1;Piel;Shepherd J;oct. 2001;;;;Aves;;Cuculidae;;;;Crotophaga ani;;;;;Hembra;Bosque Montano;Colombia;CO;Antioquia;Rionegro;San Antonio de Pereira;2125;"6° 8' 9.850"" N";"75° 23' 11.9"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0028;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0028;Betancur J | Salinas N | Díaz R | Cordero Z;2001/03/19;Red de Niebla;1;Piel;Callejas R | Roldán F;oct. 2001;;;;Aves;;Dendrocolaptidae;;;;Dendrocincla fuliginosa;;;;;Indeterminado;;Colombia;CO;Risaralda;Pereira;Vereda La Suiza, finca Tesorito;224;"4° 43' 20.49"" S";"75° 36' 36.39"" W";;;;;
