occurrenceID,basisOfRecord,institutionCode,collectionCode,catalogNumber,type,collectionID,recordedBy,verbatimEventDate,samplingProtocol,individualCount,preparations,identifiedBy,dateIdentified,identificationQualifier,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,verbatimTaxonRank,taxonRank,vernacularName,sex,habitat,country,countryCode,stateProvince,county,verbatimLocality,verbatimElevation,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters
UCN:MH-ORNIT:46-2300MI2008AV0796,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0796,Objeto físico,RNC:123,Ramírez J | Campos R | Ipia M,Mar 2001,Red de Niebla,1,Piel,Fonnegra R | Roldán F,oct. 2001,,,,Aves,,Cathartidae,,,,Coragyps atratus,,,,,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Salgar,"Reserva Natural finca La Florida, a lado del río Barroso, finca la Florida",791,5.91005183° N,75.9117570° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV0836,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0836,Objeto físico,RNC:123,Alzate F | Moreno J | Gómez M,2001/03/19,Red de Niebla,1,Piel,MacDougal J | Roldán F | Betancur J,oct. 2001,,,,Aves,,Cathartidae,,,,Coragyps atratus,,,,,Hembra,Bosque Húmedo,Colombia,CO,Antioquia,Salgar,"Reserva Natural finca La Florida, a lado del río Barroso, finca la Florida",791,5.91005183° N,75.9117570° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV0866,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0866,Objeto físico,RNC:123,Alzate F | Moreno J | Gómez M,2001/03/19,Red de Niebla,1,Piel,Shepherd J,oct. 2001,,,,Aves,,Cathartidae,,,,Coragyps atratus,,,,,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Salgar,"Reserva Natural finca La Florida, a lado del río Barroso, finca la Florida",791,5.91005183° N,75.9117570° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV0922,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0922,Objeto físico,RNC:123,Alzate F | Moreno J | Gómez M,20/03/2001,Red de Niebla,1,Piel,Shepherd J,oct. 2001,,,,Aves,,Cathartidae,,,,Coragyps atratus,,,,,Hembra,Bosque Húmedo,Colombia,CO,Antioquia,Salgar,"Reserva Natural finca La Florida, a lado del río Barroso, finca la Florida",791,5.91005183° N,75.9117570° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV0999,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0999,Objeto físico,RNC:123,Alzate F | Moreno J | Gómez M,Mar 2001,Red de Niebla,1,Piel,MacDougal J | Betancur J,oct. 2001,,,,Aves,,Cathartidae,,,,Coragyps atratus,,,,,Indeterminado,Bosque Húmedo,Colombia,CO,Antioquia,Salgar,"Reserva Natural finca La Florida, a lado del río Barroso, finca la Florida",791,5.91005183° N,75.9117570° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV1030,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1030,Objeto físico,RNC:123,Roldán F | Duque V | Palacios N,2001/03/19,Red de Niebla,1,Piel,MacDougal J | Betancur J,oct. 2001,,,,Aves,,Cathartidae,,,,Coragyps atratus,,,,,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Salgar,"Reserva Natural finca La Florida, a lado del río Barroso, finca la Florida",791,5.91005183° N,75.9117570° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV1077,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1077,Objeto físico,RNC:123,Echeverry S | Álvarez A,Feb 2001,Red de Niebla,1,Piel,Shepherd J,oct. 2001,,,,Aves,,Cathartidae,,,,Coragyps atratus,,,,,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Salgar,"Reserva Natural finca La Florida, a lado del río Barroso, finca la Florida",791,5.91005183° N,75.9117570° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV1165,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1165,Objeto físico,RNC:123,Echeverry S | David H,May 2001,Red de Niebla,1,Piel,Shepherd J,oct. 2001,,,,Aves,,Cathartidae,,,,Coragyps atratus,,,,,Hembra,Bosque Húmedo,Colombia,CO,Antioquia,Salgar,"Reserva Natural finca La Florida, a lado del río Barroso, finca la Florida",791,5.91005183° N,75.9117570° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV1211,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1211,Objeto físico,RNC:123,Echeverry S | Álvarez A,"Mar 19, 2001",Red de Niebla,1,Piel,Shepherd J,oct. 2001,,,,Aves,,Cathartidae,,,,Coragyps atratus,,,,,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Salgar,"Reserva Natural finca La Florida, a lado del río Barroso, finca la Florida",791,5.91005183° N,75.9117570° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV1267,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1267,Objeto físico,RNC:123,Echeverry S | David H,2001,Red de Niebla,1,Piel,Shepherd J,oct. 2001,,,,Aves,,Cathartidae,,,,Coragyps atratus,,,,,Hembra,Bosque Húmedo,Colombia,CO,Antioquia,Salgar,"Reserva Natural finca La Florida, a lado del río Barroso, finca la Florida",791,5.91005183° N,75.9117570° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV1290,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1290,Objeto físico,RNC:123,Echeverry S | Builes D,19/03/2001,Red de Niebla,1,Piel,MacDougal J | Betancur J,oct. 2001,,,,Aves,,Cathartidae,,,,Coragyps atratus,,,,,Indeterminado,Bosque Húmedo,Colombia,CO,Antioquia,Salgar,"Reserva Natural finca La Florida, a lado del río Barroso, finca la Florida",791,5.91005183° N,75.9117570° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV1427,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1427,Objeto físico,RNC:123,Echeverry S | David H,19/03/2001,Red de Niebla,1,Piel,Shepherd J,oct. 2001,,,,Aves,,Cathartidae,,,,Coragyps atratus,,,,,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Salgar,"Reserva Natural finca La Florida, a lado del río Barroso, finca la Florida",791,5.91005183° N,75.9117570° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV1632,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1632,Objeto físico,RNC:123,Echeverry S | David H,"Feb 10, 2001",Red de Niebla,1,Piel,MacDougal J | Roldán F | Betancur J,oct. 2001,,,,Aves,,Cathartidae,,,,Coragyps atratus,,,,,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Salgar,"Reserva Natural finca La Florida, a lado del río Barroso, finca la Florida",791,5.91005183° N,75.9117570° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV0801,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0801,Objeto físico,RNC:123,Rivas A | Ruíz A,19/03/2001,Red de Niebla,1,Piel,Callejas R | Roldán F,oct. 2001,,,,Aves,,Coerebidae,,,,Chlorophanes spiza,,,,,Macho,,Colombia,CO,Caldas,Victoria,"Zona Tigre 2, embalse río La Miel 1",601,"5° 33' 35"" N","74° 52' 19"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0932,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0932,Objeto físico,RNC:123,Rivas A | Ruíz A,19/03/2001,Red de Niebla,1,Piel,Callejas R | Roldán F,oct. 2001,,,,Aves,,Coerebidae,,,,Chlorophanes spiza,,,,,Hembra,,Colombia,CO,Caldas,Victoria,"Zona Tigre 2, embalse río La Miel 1",601,"5° 33' 35"" N","74° 52' 19"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0078,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0078,Objeto físico,RNC:123,Rivas A | Correa E,20/03/2001,Red de Niebla,1,Piel,Fonnegra R | Roldán F,oct. 2001,,,,Aves,,Coerebidae,,,,Coereba flaveola,,,,,Hembra,Bosque Húmedo,Colombia,CO,Antioquia,Sonsón,"Autopista Bogotá a Medellín, a X km de la entrada a San Luis, cerca a la Reserva Natural El refugio Río Claro",344,5.90733° N,74.847615° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV0142,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0142,Objeto físico,RNC:123,Rivas A | Correa E,Mar 2001,Red de Niebla,1,Piel,Fonnegra R | Roldán F,oct. 2001,,,,Aves,,Coerebidae,,,,Coereba flaveola,,,,,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Sonsón,"Autopista Bogotá a Medellín, a X km de la entrada a San Luis, cerca a la Reserva Natural El refugio Río Claro",344,5.90733° N,74.847615° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV0242,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0242,Objeto físico,RNC:123,Cardona F | López C,2001/03/19,Red de Niebla,1,Piel,Callejas R | Marulanda O,oct. 2001,,,,Aves,,Coerebidae,,,,Coereba flaveola,,,,,Hembra,Bosque Húmedo,Colombia,CO,Antioquia,Sonsón,"Autopista Bogotá a Medellín, a X km de la entrada a San Luis, cerca a la Reserva Natural El refugio Río Claro",344,5.90733° N,74.847615° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV0248,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0248,Objeto físico,RNC:123,Cardona F | López C,Feb 2001,Red de Niebla,1,Piel,Fonnegra R | Roldán F,oct. 2001,,,,Aves,,Coerebidae,,,,Coereba flaveola,,,,,Indeterminado,Bosque Húmedo,Colombia,CO,Antioquia,Sonsón,"Autopista Bogotá a Medellín, a X km de la entrada a San Luis, cerca a la Reserva Natural El refugio Río Claro",344,5.90733° N,74.847615° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV0358,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0358,Objeto físico,RNC:123,Cardona F | López C,May 2001,Red de Niebla,1,Piel,Luteyn J | Callejas R | Escobar O,oct. 2001,,,,Aves,,Coerebidae,,,,Coereba flaveola,,,,,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Sonsón,"Autopista Bogotá a Medellín, a X km de la entrada a San Luis, cerca a la Reserva Natural El refugio Río Claro",344,5.90733° N,74.847615° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV0422,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0422,Objeto físico,RNC:123,Mendoza H | Betancur J,"Mar 19, 2001",Red de Niebla,1,Piel,Callejas R | Marulanda O,oct. 2001,,,,Aves,,Coerebidae,,,,Coereba flaveola,,,,,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Sonsón,"Autopista Bogotá a Medellín, a X km de la entrada a San Luis, cerca a la Reserva Natural El refugio Río Claro",344,5.90733° N,74.847615° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV0438,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0438,Objeto físico,RNC:123,Mendoza H | Betancur J,2001,Red de Niebla,1,Piel,Marulanda O | Arbeláez A | Churchill S,oct. 2001,,,,Aves,,Coerebidae,,,,Coereba flaveola,,,,,Hembra,Bosque Húmedo,Colombia,CO,Antioquia,Sonsón,"Autopista Bogotá a Medellín, a X km de la entrada a San Luis, cerca a la Reserva Natural El refugio Río Claro",344,5.90733° N,74.847615° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV0465,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0465,Objeto físico,RNC:123,Mendoza H | Betancur J,19/03/2001,Red de Niebla,1,Piel,Marulanda O | Arbeláez A | Churchill S,oct. 2001,,,,Aves,,Coerebidae,,,,Coereba flaveola,,,,,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Sonsón,"Autopista Bogotá a Medellín, a X km de la entrada a San Luis, cerca a la Reserva Natural El refugio Río Claro",344,5.90733° N,74.847615° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV0559,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0559,Objeto físico,RNC:123,Mendoza H | Betancur J,19/03/2001,Red de Niebla,1,Piel,Girón M | Ortíz E,oct. 2001,,,,Aves,,Coerebidae,,,,Coereba flaveola,,,,,Hembra,Bosque Húmedo,Colombia,CO,Antioquia,Sonsón,"Autopista Bogotá a Medellín, a X km de la entrada a San Luis, cerca a la Reserva Natural El refugio Río Claro",344,5.90733° N,74.847615° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV0582,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0582,Objeto físico,RNC:123,Cardona F | López C,"Feb 10, 2001",Red de Niebla,1,Piel,Fonnegra R | Roldán F,oct. 2001,,,,Aves,,Coerebidae,,,,Coereba flaveola,,,,,Indeterminado,Bosque Húmedo,Colombia,CO,Antioquia,Sonsón,"Autopista Bogotá a Medellín, a X km de la entrada a San Luis, cerca a la Reserva Natural El refugio Río Claro",344,5.90733° N,74.847615° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV0635,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0635,Objeto físico,RNC:123,Mendoza H | González C | Robles A,2001,Red de Niebla,1,Piel,Fonnegra R | Roldán F,oct. 2001,,,,Aves,,Coerebidae,,,,Coereba flaveola,,,,,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Sonsón,"Autopista Bogotá a Medellín, a X km de la entrada a San Luis, cerca a la Reserva Natural El refugio Río Claro",344,5.90733° N,74.847615° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV0668,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0668,Objeto físico,RNC:123,Mendoza H | González C | Robles A,19/03/2001,Red de Niebla,1,Piel,Fonnegra R | Marulanda O | Quiróz J,oct. 2001,,,,Aves,,Coerebidae,,,,Coereba flaveola,,,,,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Sonsón,"Autopista Bogotá a Medellín, a X km de la entrada a San Luis, cerca a la Reserva Natural El refugio Río Claro",344,5.90733° N,74.847615° W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV0706,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0706,Objeto físico,RNC:123,Mendoza H | Betancur J,Mar 2001,Red de Niebla,1,Piel,Betancur J | Roldán F | Castaño I,oct. 2001,,,,Aves,,Coerebidae,,,,Coereba flaveola,,,,,Hembra,Bosque Húmedo,Colombia,CO,Antioquia,Sonsón,"Autopista Bogotá a Medellín, a X km de la entrada a San Luis, cerca a la Reserva Natural El refugio Río Claro",344,5.90733° N,74.847615° W,,,,,
UCN:MH-HERP:46-2300MI2008RE0002,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008RE0002,Objeto físico,RNC:123,Rudas A | Giraldo D | Tuberquia D | Uribe F,Feb 2001,,1,Animal entero (ETOH - Etanol),López P | Hernández C,oct. 2001,,,,Reptilia,,Corythophanidae,,,,Basiliscus galeritus,,,,Basilisco,Indeterminado,Bosque Húmedo,Colombia,CO,Antioquia,Entrerrios,"Río Chico valley, cerca de 2 km al NE de San Pedro de los Milagros",2489,"6° 30' 53.350"" N","75° 32' 23.530"" W",,,,,
UCN:MH-HERP:46-2300MI2008RE0013,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008RE0013,Objeto físico,RNC:123,Giraldo D,May 2001,,1,Animal entero (ETOH - Etanol),Suescún D | García L,oct. 2001,,,,Reptilia,,Corythophanidae,,,,Basiliscus galeritus,,,,Basilisco,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Entrerrios,"Río Chico valley, cerca de 2 km al NE de San Pedro de los Milagros",2489,"6° 30' 53.350"" N","75° 32' 23.530"" W",,,,,
UCN:MH-HERP:46-2300MI2008RE0019,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008RE0019,Objeto físico,RNC:123,Roldán F | Marulanda O | Flórez M | Osorio L,"Mar 19, 2001",,1,Animal entero (ETOH - Etanol),Rivera A | Granada J,oct. 2001,,,,Reptilia,,Corythophanidae,,,,Basiliscus galeritus,,,,Basilisco,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Entrerrios,"Río Chico valley, cerca de 2 km al NE de San Pedro de los Milagros",2489,"6° 30' 53.350"" N","75° 32' 23.530"" W",,,,,
UCN:MH-HERP:46-2300MI2008RE0022,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008RE0022,Objeto físico,RNC:123,Gentry A | Rentería E,2001,,1,Animal entero (ETOH - Etanol),Rivera A | Granada J,oct. 2001,,,,Reptilia,,Corythophanidae,,,,Basiliscus galeritus,,,,Basilisco,Hembra,Bosque Húmedo,Colombia,CO,Antioquia,Entrerrios,"Río Chico valley, cerca de 2 km al NE de San Pedro de los Milagros",2489,"6° 30' 53.350"" N","75° 32' 23.530"" W",,,,,
UCN:MH-HERP:46-2300MI2008RE0031,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008RE0031,Objeto físico,RNC:123,Roldán F | Marulanda O | Flórez M | Osorio L,19/03/2001,,1,Animal entero (ETOH - Etanol),López P | Hernández C,oct. 2001,,,,Reptilia,,Corythophanidae,,,,Basiliscus galeritus,,,,Basilisco,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Entrerrios,"Río Chico valley, cerca de 2 km al NE de San Pedro de los Milagros",2489,"6° 30' 53.350"" N","75° 32' 23.530"" W",,,,,
UCN:MH-HERP:46-2300MI2008RE0046,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008RE0046,Objeto físico,RNC:123,Roldán F | Marulanda O | Flórez M | Osorio L,19/03/2001,,1,Animal entero (ETOH - Etanol),Morales P | Valencia R,oct. 2001,,,,Reptilia,,Corythophanidae,,,,Basiliscus galeritus,,,,Basilisco,Hembra,Bosque Húmedo,Colombia,CO,Antioquia,Entrerrios,"Río Chico valley, cerca de 2 km al NE de San Pedro de los Milagros",2489,"6° 30' 53.350"" N","75° 32' 23.530"" W",,,,,
UCN:MH-HERP:46-2300MI2008RE0047,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008RE0047,Objeto físico,RNC:123,Roldán F | Marulanda O | Flórez M | Osorio L,"Feb 10, 2001",,1,Animal entero (ETOH - Etanol),Morales P | Quintero E | Dájome F,oct. 2001,,,,Reptilia,,Corythophanidae,,,,Basiliscus galeritus,,,,Basilisco,Indeterminado,Bosque Húmedo,Colombia,CO,Antioquia,Entrerrios,"Río Chico valley, cerca de 2 km al NE de San Pedro de los Milagros",2489,"6° 30' 53.350"" N","75° 32' 23.530"" W",,,,,
UCN:MH-HERP:46-2300MI2008RE0053,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008RE0053,Objeto físico,RNC:123,Roldán F | Marulanda O | Flórez M | Osorio L,2001,,1,Animal entero (ETOH - Etanol),Rivera A | Granada J,oct. 2001,,,,Reptilia,,Corythophanidae,,,,Basiliscus galeritus,,,,Basilisco,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Entrerrios,"Río Chico valley, cerca de 2 km al NE de San Pedro de los Milagros",2489,"6° 30' 53.350"" N","75° 32' 23.530"" W",,,,,
UCN:MH-HERP:46-2300MI2008RE0063,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008RE0063,Objeto físico,RNC:123,Roldán F | Marulanda O | Flórez M | Osorio L,19/03/2001,,1,Animal entero (ETOH - Etanol),Suescún D | García L,oct. 2001,,,,Reptilia,,Corytophanidae,,,,Basiliscus galeritus,,,,Basilisco,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Entrerrios,"Río Chico valley, cerca de 2 km al NE de San Pedro de los Milagros",2489,"6° 30' 53.350"" N","75° 32' 23.530"" W",,,,,
UCN:MH-HERP:46-2300MI2008RE0064,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008RE0064,Objeto físico,RNC:123,Gentry A | Rentería E,Mar 2001,,1,Animal entero (ETOH - Etanol),Suescún D | García L,oct. 2001,,,,Reptilia,,Corytophanidae,,,,Basiliscus galeritus,,,,Basilisco,Hembra,Bosque Húmedo,Colombia,CO,Antioquia,Entrerrios,"Río Chico valley, cerca de 2 km al NE de San Pedro de los Milagros",2489,"6° 30' 53.350"" N","75° 32' 23.530"" W",,,,,
UCN:MH-HERP:46-2300MI2008RE0069,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008RE0069,Objeto físico,RNC:123,Roldán F | Marulanda O | Flórez M | Osorio L,"Mar 19, 2001",,1,Animal entero (ETOH - Etanol),Suescún D | García L,oct. 2001,,,,Reptilia,,Corytophanidae,,,,Basiliscus galeritus,,,,Basilisco,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Entrerrios,"Río Chico valley, cerca de 2 km al NE de San Pedro de los Milagros",2489,"6° 30' 53.350"" N","75° 32' 23.530"" W",,,,,
UCN:MH-HERP:46-2300MI2008AN0127,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008AN0127,Objeto físico,RNC:123,Giraldo D,"Mar 19, 2001",,1,Animal entero (ETOH - Etanol),Suescún D | García L,oct. 2001,,,,Amphibia,,Plethodontidae,,,,Bolitoglossa phalarosoma,,,,,Hembra,,Colombia,CO,Tolima,Murillo,PNN Los Nevados,4383,"4° 47' 49"" N","75° 20' 48"" W",,,,,
UCN:MH-HERP:46-2300MI2008AN0123,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008AN0123,Objeto físico,RNC:123,Gentry A | Rentería E,19/03/2001,,1,Animal entero (ETOH - Etanol),Rivera A | Granada J,oct. 2001,,,,Amphibia,,Plethodontidae,,,,Bolitoglossa phalarosoma,,,,,Indeterminado,,Colombia,CO,Tolima,Murillo,PNN Los Nevados,4383,"4° 47' 49"" N","75° 20' 48"" W",,,,,
UCN:MH-HERP:46-2300MI2008AN0103,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008AN0103,Objeto físico,RNC:123,Gentry A | Rentería E,20/03/2001,,1,Animal entero (ETOH - Etanol),López P | Hernández C,oct. 2001,,,,Amphibia,,Plethodontidae,,,,Bolitoglossa phalarosoma,,,,,Macho,,Colombia,CO,Tolima,Murillo,PNN Los Nevados,4383,"4° 47' 49"" N","75° 20' 48"" W",,,,,
UCN:MH-HERP:46-2300MI2008AN0110,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008AN0110,Objeto físico,RNC:123,Gentry A | Rentería E,Mar 2001,,1,Animal entero (ETOH - Etanol),Rivera A | Granada J,oct. 2001,,,,Amphibia,,Plethodontidae,,,,Bolitoglossa phalarosoma,,,,,Macho,,Colombia,CO,Tolima,Murillo,PNN Los Nevados,4383,"4° 47' 49"" N","75° 20' 48"" W",,,,,
UCN:MH-HERP:46-2300MI2008AN0109,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008AN0109,Objeto físico,RNC:123,Giraldo D,2001/03/19,,1,Animal entero (ETOH - Etanol),Suescún D | García L,oct. 2001,,,,Amphibia,,Plethodontidae,,,,Bolitoglossa phalarosoma,,,,,Hembra,,Colombia,CO,Tolima,Murillo,PNN Los Nevados,4383,"4° 47' 49"" N","75° 20' 48"" W",,,,,
UCN:MH-HERP:46-2300MI2008AN0131,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008AN0131,Objeto físico,RNC:123,Roldán F | Marulanda O | Flórez M | Osorio L,2001/03/19,,1,Animal entero (ETOH - Etanol),Taborda A | Londoño L,oct. 2001,,,,Amphibia,,Plethodontidae,,,,Bolitoglossa phalarosoma,,,,,Macho,,Colombia,CO,Tolima,Murillo,PNN Los Nevados,4383,"4° 47' 49"" N","75° 20' 48"" W",,,,,
UCN:MH-HERP:46-2300MI2008AN0139,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008AN0139,Objeto físico,RNC:123,Roldán F | Marulanda O | Flórez M | Osorio L,20/03/2001,,1,Animal entero (ETOH - Etanol),Taborda A | Londoño L,oct. 2001,,,,Amphibia,,Plethodontidae,,,,Bolitoglossa phalarosoma,,,,,Hembra,,Colombia,CO,Tolima,Murillo,PNN Los Nevados,4383,"4° 47' 49"" N","75° 20' 48"" W",,,,,
UCN:MH-HERP:46-2300MI2008AN0146,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008AN0146,Objeto físico,RNC:123,Giraldo D,Mar 2001,,1,Animal entero (ETOH - Etanol),Taborda A | Londoño L,oct. 2001,,,,Amphibia,,Plethodontidae,,,,Bolitoglossa phalarosoma,,,,,Indeterminado,,Colombia,CO,Tolima,Murillo,PNN Los Nevados,4383,"4° 47' 49"" N","75° 20' 48"" W",,,,,
UCN:MH-HERP:46-2300MI2008AN0147,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008AN0147,Objeto físico,RNC:123,Giraldo D,2001/03/19,,1,Animal entero (ETOH - Etanol),Taborda A | Londoño L,oct. 2001,,,,Amphibia,,Plethodontidae,,,,Bolitoglossa phalarosoma,,,,,Macho,,Colombia,CO,Tolima,Murillo,PNN Los Nevados,4383,"4° 47' 49"" N","75° 20' 48"" W",,,,,
UCN:MH-HERP:46-2300MI2008AN0095,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008AN0095,Objeto físico,RNC:123,Giraldo Diego,Feb 2001,,1,Animal entero (ETOH - Etanol),Taborda A | Londoño L,oct. 2001,,,,Amphibia,,Plethodontidae,,,,Bolitoglossa phalarosoma,,,,,Macho,,Colombia,CO,Tolima,Murillo,PNN Los Nevados,4383,"4° 47' 49"" N","75° 20' 48"" W",,,,,
UCN:MH-HERP:46-2300MI2008RE0018,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008RE0018,Objeto físico,RNC:123,Giraldo D,May 2001,,1,Animal entero (ETOH - Etanol),Taborda A | Londoño L,oct. 2001,,,,Reptilia,,Viperidae,,,,Botrops asper,,,,,Hembra,,Colombia,CO,Risaralda,Pereira,"Vereda Cedritos, hacienda Alejandría",224,"4° 51' 27"" N","75° 52' 49"" W",,,,,
