occurrenceID	catalogNumber	institutionCode	collectionCode	collectionID	basisOfRecord	type	recordedBy	eventDate	samplingProtocol	individualCount	preparations	identifiedBy	dateIdentified	identificationQualifier	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	scientificName	scientificNameAuthorship	verbatimTaxonRank	taxonRank	vernacularName	sex	habitat	country	stateProvince	county	verbatimLocality	verbatimElevation	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters
UCN:MH-MAM:46-2300MI2008MA0454	46-2300MI2008MA0454	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	2001/03/19		1		Urrea L | Idárraga A | Rivera A | Quintero R | Díaz C	oct. 2001				Mammalia		Phyllostomidae				Carollia castanea					Hembra		Colombia	Risaralda	Balboa	Vía Palo gordo a La Virginia	224	"4° 52' 42.20"" N"	"75° 56' 16.49"" W"					
UCN:MH-MAM:46-2300MI2008MA0455	46-2300MI2008MA0455	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	Feb 2001		1		David H | Díaz O | Cano L | Montoya V | Vásquez O	oct. 2001				Mammalia		Phyllostomidae				Carollia castanea					Desconocido		Colombia	Risaralda	Balboa	Vía Palo gordo a La Virginia	224	"4° 52' 42.20"" N"	"75° 56' 16.49"" W"					
UCN:MH-MAM:46-2300MI2008MA0464	46-2300MI2008MA0464	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	May 2001		1		David H | Díaz O | Cano L | Montoya V | Vásquez O	oct. 2001				Mammalia		Phyllostomidae				Carollia castanea					M		Colombia	Risaralda	Balboa	Vía Palo gordo a La Virginia	224	"4° 52' 42.20"" N"	"75° 56' 16.49"" W"					
UCN:MH-MAM:46-2300MI2008MA0013	46-2300MI2008MA0013	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	Mar 19, 2001		1		David H | Díaz O | Cano L | Montoya V | Vásquez O	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Male		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0139	46-2300MI2008MA0139	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Roldán F | Betancur J | Betancur A | Marulanda O | Palacio M | Tobón E	2001		1		David H | Díaz O | Cano L | Montoya V | Vásquez O	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Female		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0143	46-2300MI2008MA0143	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	19/03/2001		1		David H | Díaz O | Cano L | Montoya V | Vásquez O	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Macho		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0144	46-2300MI2008MA0144	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Parrado A | Moreno J	19/03/2001		1		David H | Díaz O | Cano L | Montoya V | Vásquez O	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Hembra		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0191	46-2300MI2008MA0191	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Parrado A | Moreno J	Feb 10, 2001		1		David H | Díaz O | Cano L | Montoya V | Vásquez O	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Desconocido		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0192	46-2300MI2008MA0192	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Alzate F | Cardona F	2001		1		Sánchez C | Hinestroza T | Villegas F | Restrepo F	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					M		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0208	46-2300MI2008MA0208	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Posada A | Matapí D	19/03/2001		1		Sánchez J	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Male		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0212	46-2300MI2008MA0212	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	Mar 2001		1		Sánchez C | Hinestroza T | Villegas F | Restrepo F	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Female		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0222	46-2300MI2008MA0222	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	Mar 19, 2001		1		Sánchez C | Hinestroza T | Villegas F | Restrepo F	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Macho		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0225	46-2300MI2008MA0225	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	Mar 19, 2001		1		Londoño L | Rivera A | Urrea L | Agudelo E | Muñoz J	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Hembra		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0228	46-2300MI2008MA0228	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	19/03/2001		1		Londoño L | Rivera A | Urrea L | Agudelo E | Muñoz J	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Desconocido		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0240	46-2300MI2008MA0240	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	20/03/2001		1		Londoño L | Rivera A | Urrea L | Agudelo E | Muñoz J	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					M		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0270	46-2300MI2008MA0270	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	Mar 2001		1		Londoño L | Rivera A | Urrea L | Agudelo E | Muñoz J	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Male		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0274	46-2300MI2008MA0274	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	2001/03/19		1		Londoño L | Rivera A | Urrea L | Agudelo E | Muñoz J	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Female		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0288	46-2300MI2008MA0288	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	2001/03/19		1		Londoño L | Rivera A | Urrea L | Agudelo E | Muñoz J	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Macho		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0292	46-2300MI2008MA0292	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	20/03/2001		1		Londoño L | Rivera A | Urrea L | Agudelo E | Muñoz J	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Hembra		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0295	46-2300MI2008MA0295	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	Mar 2001		1		Londoño L | Rivera A | Urrea L | Agudelo E | Muñoz J	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Desconocido		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0296	46-2300MI2008MA0296	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	2001/03/19		1		Morales P | Díaz O | Guerrero M | Vélez A	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					M		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0312	46-2300MI2008MA0312	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	Feb 2001		1		Morales P | Díaz O | Guerrero M | Vélez A	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Male		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0314	46-2300MI2008MA0314	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	May 2001		1		Morales P | Díaz O | Guerrero M | Vélez A	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Female		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0316	46-2300MI2008MA0316	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	Mar 19, 2001		1		Morales P | Díaz O | Guerrero M | Vélez A	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Macho		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0321	46-2300MI2008MA0321	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Suárez O | Caicedo C | Salgado B | Díaz S	2001		1		Morales P | Díaz O | Guerrero M | Vélez A	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Hembra		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0322	46-2300MI2008MA0322	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Casañas O | Alcázar C | Salgado B | Díaz S	19/03/2001		1		Morales P | Díaz O | Guerrero M | Vélez A	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Desconocido		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0324	46-2300MI2008MA0324	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	19/03/2001		1		Urrea L | Morales P | Restrepo D | Agudelo E | Giraldo W	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					M		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0325	46-2300MI2008MA0325	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	Feb 10, 2001		1		Urrea L | Morales P | Restrepo D | Agudelo E | Giraldo W	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Male		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0335	46-2300MI2008MA0335	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Rivas A | Correa E | Gutiérrez M	2001		1		Urrea L | Morales P | Restrepo D | Agudelo E | Giraldo W	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Female		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0359	46-2300MI2008MA0359	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Rivas A | Correa E | Gutiérrez M	19/03/2001		1		Díaz O | Guerrero M | Rivera A | Giraldo W	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Macho		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0362	46-2300MI2008MA0362	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	Mar 2001		1		Díaz O | Guerrero M | Rivera A | Giraldo W	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Hembra		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0384	46-2300MI2008MA0384	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	Mar 19, 2001		1		Díaz O | Guerrero M | Rivera A | Giraldo W	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Desconocido		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0401	46-2300MI2008MA0401	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Gíl A | Rodríguez W | Valencia O	Mar 19, 2001		1		Díaz O | Guerrero M | Rivera A | Giraldo W	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					M		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0404	46-2300MI2008MA0404	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Gíl A | Rodríguez W | Valencia O	19/03/2001		1		Londoño L | Rivera A | Urrea L | Agudelo E | Muñoz J	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Male		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0412	46-2300MI2008MA0412	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Gíl A | Rodríguez W | Valencia O	20/03/2001		1		Londoño L | Rivera A | Urrea L | Agudelo E | Muñoz J	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Female		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0438	46-2300MI2008MA0438	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Gíl A | Rodríguez W | Valencia O	Mar 2001		1		Londoño L | Correa S | Correa E | Guerrero M | Verona R	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Macho		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0441	46-2300MI2008MA0441	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Gíl A | Rodríguez W | Valencia O	2001/03/19		1		Londoño L | Correa S | Correa E | Guerrero M | Verona R	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Hembra		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0447	46-2300MI2008MA0447	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Gíl A | Rodríguez W | Valencia O	2001/03/19		1		Londoño L | Correa S | Correa E | Guerrero M | Verona R	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Desconocido		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0459	46-2300MI2008MA0459	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Gíl A | Rodríguez W | Valencia O	20/03/2001		1		Londoño L | Giraldo W | Guerrero M | Upegui A	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					M		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0461	46-2300MI2008MA0461	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Gíl A | Rodríguez W | Valencia O	Mar 2001		1		Londoño L | Giraldo W | Guerrero M | Upegui A	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Male		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0462	46-2300MI2008MA0462	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Gíl A | Duque A | Flórez J | García N	2001/03/19		1		Londoño L | Giraldo W | Guerrero M | Upegui A	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Female		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0469	46-2300MI2008MA0469	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Gíl A | Duque A | Flórez J | García N	Feb 2001		1		Londoño L | Giraldo W | Guerrero M | Upegui A	oct. 2001	cf. sowelli			Mammalia		Phyllostomidae				Carollia					Macho		Colombia	Risaralda	Balboa	Vía San Antonio Palo gordo	224	"4° 53' 18.37"" N"	"75° 57' 12.15"" W"					
UCN:MH-MAM:46-2300MI2008MA0125	46-2300MI2008MA0125	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Gíl A | Duque A | Flórez J | García N	May 2001		1		Londoño L | Giraldo W | Guerrero M | Upegui A	oct. 2001				Mammalia		Phyllostomidae				Carollia monohernandezi					Hembra		Colombia	Risaralda	Santa Rosa de Cabal	Vertiente occidental, hacienda Berlín	224	"4° 56' 40.850"" N"	"75° 39' 45.540"" W"					
UCN:MH-MAM:46-2300MI2008MA0197	46-2300MI2008MA0197	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Gíl A | Duque A | Flórez J | García N	Mar 19, 2001		1		Londoño L | Giraldo W | Guerrero M | Upegui A	oct. 2001				Mammalia		Phyllostomidae				Carollia monohernandezi					Desconocido		Colombia	Risaralda	Santa Rosa de Cabal	Vertiente occidental, hacienda Berlín	224	"4° 56' 40.850"" N"	"75° 39' 45.540"" W"					
UCN:MH-MAM:46-2300MI2008MA0306	46-2300MI2008MA0306	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Gíl A | Duque A | Flórez J | García N	2001		1		Londoño L | Giraldo W | Guerrero M | Upegui A	oct. 2001				Mammalia		Phyllostomidae				Carollia monohernandezi					M		Colombia	Risaralda	Santa Rosa de Cabal	Vertiente occidental, hacienda Berlín	224	"4° 56' 40.850"" N"	"75° 39' 45.540"" W"					
UCN:MH-MAM:46-2300MI2008MA0402	46-2300MI2008MA0402	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Gíl A | Duque A | Flórez J | García N	19/03/2001		1		Albert L | Santa J	oct. 2001				Mammalia		Phyllostomidae				Carollia monohernandezi					Male		Colombia	Risaralda	Santa Rosa de Cabal	Vertiente occidental, hacienda Berlín	224	"4° 56' 40.850"" N"	"75° 39' 45.540"" W"					
UCN:MH-MAM:46-2300MI2008MA0004	46-2300MI2008MA0004	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Gíl A | Roldán F | Flórez J | Echeverry B	19/03/2001		1		Díaz O | Guerrero M | Rivera A | Giraldo W	oct. 2001				Mammalia		Phyllostomidae				Carollia perspicillata					Female		Colombia	Risaralda	Pueblo Rico	La Cumbre, primera estación a 40 minutos a pie después de la quebrada Risaralda hacia La Linea	204	"5° 09' 29"" N"	"76° 01' 0"" W"					
UCN:MH-MAM:46-2300MI2008MA0005	46-2300MI2008MA0005	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Gíl A | Rodríguez W | Valencia O	Feb 10, 2001		1		Díaz O | Guerrero M | Rivera A | Giraldo W	oct. 2001				Mammalia		Phyllostomidae				Carollia perspicillata					Macho		Colombia	Risaralda	Pueblo Rico	La Cumbre, primera estación a 40 minutos a pie después de la quebrada Risaralda hacia La Linea	204	"5° 09' 29"" N"	"76° 01' 0"" W"					
UCN:MH-MAM:46-2300MI2008MA0006	46-2300MI2008MA0006	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Rivas A | Benavides J	2001		1		Díaz O | Guerrero M | Rivera A | Giraldo W	oct. 2001				Mammalia		Phyllostomidae				Carollia perspicillata					Hembra		Colombia	Risaralda	Pueblo Rico	La Cumbre, primera estación a 40 minutos a pie después de la quebrada Risaralda hacia La Linea	204	"5° 09' 29"" N"	"76° 01' 0"" W"					
UCN:MH-MAM:46-2300MI2008MA0007	46-2300MI2008MA0007	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	19/03/2001		1		Díaz O | Guerrero M | Rivera A | Giraldo W	oct. 2001				Mammalia		Phyllostomidae				Carollia perspicillata					Desconocido		Colombia	Risaralda	Pueblo Rico	La Cumbre, primera estación a 40 minutos a pie después de la quebrada Risaralda hacia La Linea	204	"5° 09' 29"" N"	"76° 01' 0"" W"					
UCN:MH-MAM:46-2300MI2008MA0008	46-2300MI2008MA0008	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	Mar 2001		1		Díaz O | Guerrero M | Rivera A | Giraldo W	oct. 2001				Mammalia		Phyllostomidae				Carollia perspicillata					M		Colombia	Risaralda	Pueblo Rico	La Cumbre, primera estación a 40 minutos a pie después de la quebrada Risaralda hacia La Linea	204	"5° 09' 29"" N"	"76° 01' 0"" W"					
UCN:MH-MAM:46-2300MI2008MA0009	46-2300MI2008MA0009	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	Mar 19, 2001		1		Díaz O | Guerrero M | Rivera A | Giraldo W	oct. 2001				Mammalia		Phyllostomidae				Carollia perspicillata					Male		Colombia	Risaralda	Pueblo Rico	La Cumbre, primera estación a 40 minutos a pie después de la quebrada Risaralda hacia La Linea	204	"5° 09' 29"" N"	"76° 01' 0"" W"					
UCN:MH-MAM:46-2300MI2008MA0016	46-2300MI2008MA0016	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	Mar 19, 2001		1		Díaz O | Guerrero M | Rivera A | Giraldo W	oct. 2001				Mammalia		Phyllostomidae				Carollia perspicillata					Female		Colombia	Risaralda	Pueblo Rico	La Cumbre, primera estación a 40 minutos a pie después de la quebrada Risaralda hacia La Linea	204	"5° 09' 29"" N"	"76° 01' 0"" W"					
UCN:MH-MAM:46-2300MI2008MA0017	46-2300MI2008MA0017	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Velásquez C | Correa E | Ramírez J	19/03/2001		1		Díaz O | Guerrero M | Rivera A | Giraldo W	oct. 2001				Mammalia		Phyllostomidae				Carollia perspicillata					Macho		Colombia	Risaralda	Pueblo Rico	La Cumbre, primera estación a 40 minutos a pie después de la quebrada Risaralda hacia La Linea	204	"5° 09' 29"" N"	"76° 01' 0"" W"					
UCN:MH-MAM:46-2300MI2008MA0019	46-2300MI2008MA0019	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Posada A | Duque A | Matapí T | Gómez G	20/03/2001		1		Díaz O | Guerrero M | Rivera A | Giraldo W	oct. 2001				Mammalia		Phyllostomidae				Carollia perspicillata					Hembra		Colombia	Risaralda	Pueblo Rico	La Cumbre, primera estación a 40 minutos a pie después de la quebrada Risaralda hacia La Linea	204	"5° 09' 29"" N"	"76° 01' 0"" W"					
UCN:MH-MAM:46-2300MI2008MA0021	46-2300MI2008MA0021	Universidad de Ciencias Naturales (UCN)	MH-MAM	RNC:123	PreservedSpecimen	Objeto físico	Posada A | Duque A | Matapí T | Gómez G	Mar 2001		1		Morales P | Díaz O | Guerrero M | Vélez A	oct. 2001				Mammalia		Phyllostomidae				Carollia perspicillata					Desconocido		Colombia	Risaralda	Pueblo Rico	La Cumbre, primera estación a 40 minutos a pie después de la quebrada Risaralda hacia La Linea	204	"5° 09' 29"" N"	"76° 01' 0"" W"					
